"InvoiceNo","StockCode","Description","Quantity","UnitPrice","CustomerID"
"568145","22722","SET_OF_6_SPICE_TINS_PANTRY_DESIGN",12,3.95,12388
"568687","22090","PAPER_BUNTING_RETROSPOT",12,2.95,16321
"568687","21198","WHITE_HEART_CONFETTI_IN_TUBE",24,1.65,16321
"568695","22090","PAPER_BUNTING_RETROSPOT",12,2.95,16321
"568695","21198","WHITE_HEART_CONFETTI_IN_TUBE",24,1.65,16321
"C568694","22090","PAPER_BUNTING_RETROSPOT",-12,2.95,16321
"C568694","21198","WHITE_HEART_CONFETTI_IN_TUBE",-24,1.65,16321
"568708","22379","RECYCLING_BAG_RETROSPOT",10,2.1,12393
"568708","22619","SET_OF_6_SOLDIER_SKITTLES",8,3.75,12393
"568708","21915","RED__HARMONICA_IN_BOX",12,1.25,12393
"568708","21213","PACK_OF_72_SKULL_CAKE_CASES",24,0.55,12393
"568708","22331","WOODLAND_PARTY_BAG_+_STICKER_SET",16,1.65,12393
"568708","20726","LUNCH_BAG_WOODLAND",30,1.65,12393
"568708","21581","SKULLS__DESIGN__COTTON_TOTE_BAG",6,2.25,12393
"568708","21933","PINK_VINTAGE_PAISLEY_PICNIC_BAG",10,1.65,12393
"568708","21932","SCANDINAVIAN_PAISLEY_PICNIC_BAG",10,1.65,12393
"568708","20728","LUNCH_BAG_CARS_BLUE",20,1.65,12393
"568708","20725","LUNCH_BAG_RED_RETROSPOT",10,1.65,12393
"568708","22384","LUNCH_BAG_PINK_POLKADOT",10,1.65,12393
"568708","22620","4_TRADITIONAL_SPINNING_TOPS",12,1.45,12393
"568708","21976","PACK_OF_60_MUSHROOM_CAKE_CASES",24,0.55,12393
"568708","21058","PARTY_INVITES_WOODLAND",12,0.85,12393
"568708","22380","TOY_TIDY_SPACEBOY",10,2.1,12393
"568708","22466","FAIRY_TALE_COTTAGE_NIGHT_LIGHT",12,1.95,12393
"568708","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",12,1.65,12393
"568708","23388","WOODLAND_MINI_BACKPACK",8,4.15,12393
"568708","23389","SPACEBOY_MINI_BACKPACK",4,4.15,12393
"568708","22175","PINK_OWL_SOFT_TOY",6,2.95,12393
"568708","20971","PINK_BLUE_FELT_CRAFT_TRINKET_BOX",12,1.25,12393
"568708","23391","I_LOVE_LONDON_MINI_BACKPACK",4,4.15,12393
"568708","23390","DOLLY_GIRL_MINI_BACKPACK",4,4.15,12393
"568708","23389","SPACEBOY_MINI_BACKPACK",8,4.15,12393
"569647","22722","SET_OF_6_SPICE_TINS_PANTRY_DESIGN",240,3.45,12415
"569650","23392","SPACEBOY_ROCKET_LOLLY_MAKERS",96,1.79,12415
"569650","22722","SET_OF_6_SPICE_TINS_PANTRY_DESIGN",120,3.45,12415
"569650","23512","EMBROIDERED_RIBBON_REEL_ROSIE",144,1.79,12415
"569650","23513","EMBROIDERED_RIBBON_REEL_SUSIE",144,1.79,12415
"569650","23519","EMBROIDERED_RIBBON_REEL_CLAIRE",72,3.29,12415
"569650","23515","EMBROIDERED_RIBBON_REEL_DAISY",144,1.79,12415
"569650","23518","EMBROIDERED_RIBBON_REEL_RACHEL",96,2.49,12415
"569650","23516","EMBROIDERED_RIBBON_REEL_SOPHIE",72,3.29,12415
"569650","23502","PLAYING_CARDS_VINTAGE_DOILY",100,1.04,12415
"569650","23505","PLAYING_CARDS_I_LOVE_LONDON",100,1.04,12415
"569650","23507","MINI_PLAYING_CARDS_BUFFALO_BILL",250,0.36,12415
"569650","23510","MINI_PLAYING_CARDS_GYMKHANA",250,0.36,12415
"569650","22720","SET_OF_3_CAKE_TINS_PANTRY_DESIGN",32,4.25,12415
"569650","22969","HOMEMADE_JAM_SCENTED_CANDLES",192,1.25,12415
"569650","22978","PANTRY_ROLLING_PIN",48,3.39,12415
"569650","22907","PACK_OF_20_NAPKINS_PANTRY_DESIGN",96,0.72,12415
"569650","22726","ALARM_CLOCK_BAKELIKE_GREEN",50,3.39,12415
"569650","22728","ALARM_CLOCK_BAKELIKE_PINK",50,3.39,12415
"569650","22730","ALARM_CLOCK_BAKELIKE_IVORY",50,3.39,12415
"569650","22727","ALARM_CLOCK_BAKELIKE_RED",50,3.39,12415
"569650","22725","ALARM_CLOCK_BAKELIKE_CHOCOLATE",50,3.39,12415
"569650","22191","IVORY_DINER_WALL_CLOCK",12,7.65,12415
"569650","22193","RED_DINER_WALL_CLOCK",12,7.65,12415
"569650","23342","MINT_DINER_WALL_CLOCK",12,7.65,12415
"569650","22192","BLUE_DINER_WALL_CLOCK",12,7.65,12415
"569650","23341","PINK_DINER_WALL_CLOCK",12,7.65,12415
"569650","22892","SET_OF_SALT_AND_PEPPER_TOADSTOOLS",72,1.06,12415
"569650","23113","PANTRY_CHOPPING_BOARD",36,4.15,12415
"569650","23114","VINTAGE_LEAF_CHOPPING_BOARD",36,4.15,12415
"569650","23012","GLASS_APOTHECARY_BOTTLE_PERFUME",12,3.45,12415
"569650","23014","GLASS_APOTHECARY_BOTTLE_ELIXIR",12,3.45,12415
"569650","23013","GLASS_APOTHECARY_BOTTLE_TONIC",12,3.45,12415
"569650","23524","HORSE_&_PONY_WALL_ART",48,3.29,12415
"569650","23527","ANIMALS_AND_NATURE_WALL_ART",48,3.29,12415
"569650","23525","BUFFALO_BILL_WALL_ART",48,3.29,12415
"569650","23523","TREASURE_AHOY_WALL_ART",48,3.29,12415
"569650","23526","DOG_LICENCE_WALL_ART",180,5.35,12415
"569650","23534","STOP_FOR_TEA_WALL_ART",180,5.35,12415
"569650","23535","BICYCLE_SAFTEY_WALL_ART",180,5.35,12415
"569650","23536","VILLAGE_SHOW_WALL_ART",180,5.35,12415
"569650","23541","WALL_ART_CLASSIC_PUDDINGS",48,7.45,12415
"569650","23542","70'S_ALPHABET_WALL_ART",6,7.45,12415
"569650","23533","WALL_ART_GARDEN_HAVEN",36,5.35,12415
"569650","22386","JUMBO_BAG_PINK_POLKADOT",100,1.79,12415
"569650","20711","JUMBO_BAG_TOYS",100,1.79,12415
"569650","23206","LUNCH_BAG_APPLE_DESIGN",100,1.45,12415
"569650","22631","CIRCUS_PARADE_LUNCH_BOX",192,1.65,12415
"569650","22629","SPACEBOY_LUNCH_BOX",64,1.65,12415
"569650","22630","DOLLY_GIRL_LUNCH_BOX",64,1.65,12415
"569650","23371","SET_36_COLOUR_PENCILS_SPACEBOY",128,1.06,12415
"569650","23372","SET_36_COLOUR_PENCILS_DOLLY_GIRL",128,1.06,12415
"569650","23370","SET_36_COLOURING_PENCILS_DOILY",128,1.06,12415
"569650","20979","36_PENCILS_TUBE_RED_RETROSPOT",128,1.06,12415
"569650","20978","36_PENCILS_TUBE_SKULLS",128,1.06,12415
"569650","20727","LUNCH_BAG__BLACK_SKULL.",100,1.45,12415
"569650","23390","DOLLY_GIRL_MINI_BACKPACK",100,3.75,12415
"569650","23389","SPACEBOY_MINI_BACKPACK",100,3.75,12415
"569650","23388","WOODLAND_MINI_BACKPACK",100,3.75,12415
"569650","22029","SPACEBOY_BIRTHDAY_CARD",72,0.36,12415
"569650","22539","MINI_JIGSAW_DOLLY_GIRL",240,0.36,12415
"569650","22544","MINI_JIGSAW_SPACEBOY",240,0.36,12415
"569650","22546","MINI_JIGSAW_PURDEY",240,0.36,12415
"569650","23108","SET_OF_10_LED_DOLLY_LIGHTS",60,5.39,12415
"569650","23236","STORAGE_TIN_VINTAGE_DOILY",48,2.49,12415
"569650","22698","PINK_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"569650","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",24,2.55,12415
"569650","22423","REGENCY_CAKESTAND_3_TIER",16,10.95,12415
"569650","23175","REGENCY_MILK_JUG_PINK",24,2.75,12415
"569650","23245","SET_OF_3_REGENCY_CAKE_TINS",32,4.15,12415
"569650","21115","ROSE_CARAVAN_DOORSTOP",16,5.95,12415
"569650","21770","OPEN_CLOSED_METAL_SIGN",36,4.25,12415
"569650","21539","RED_RETROSPOT_BUTTER_DISH",3,4.95,12415
"569650","21843","RED_RETROSPOT_CAKE_STAND",24,9.95,12415
"569650","23308","SET_OF_60_VINTAGE_LEAF_CAKE_CASES",120,0.42,12415
"569650","22090","PAPER_BUNTING_RETROSPOT",40,2.55,12415
"569650","22549","PICTURE_DOMINOES",72,1.25,12415
"569650","22620","4_TRADITIONAL_SPINNING_TOPS",48,1.45,12415
"569650","22991","GIRAFFE_WOODEN_RULER",144,1.65,12415
"569650","22992","REVOLVER_WOODEN_RULER",144,1.65,12415
"569650","21791","VINTAGE_HEADS_AND_TAILS_CARD_GAME",72,1.06,12415
"569650","22327","ROUND_SNACK_BOXES_SET_OF_4_SKULLS",48,2.55,12415
"569722","23355","HOT_WATER_BOTTLE_KEEP_CALM",12,4.95,12431
"569722","23389","SPACEBOY_MINI_BACKPACK",4,4.15,12431
"569722","23392","SPACEBOY_ROCKET_LOLLY_MAKERS",6,2.08,12431
"569722","85014A","BLACK/BLUE_POLKADOT_UMBRELLA",3,5.95,12431
"569722","85014B","RED_RETROSPOT_UMBRELLA",3,5.95,12431
"569722","21936","RED_RETROSPOT_PICNIC_BAG",5,2.95,12431
"569722","22385","JUMBO_BAG_SPACEBOY_DESIGN",20,2.08,12431
"569722","20712","JUMBO_BAG_WOODLAND_ANIMALS",10,2.08,12431
"569722","23559","WOODLAND_BUNNIES_LOLLY_MAKERS",6,2.08,12431
"569722","22423","REGENCY_CAKESTAND_3_TIER",4,12.75,12431
"569722","16169E","WRAP_50'S__CHRISTMAS",25,0.42,12431
"569722","22045","SPACEBOY_GIFT_WRAP",25,0.42,12431
"569722","22726","ALARM_CLOCK_BAKELIKE_GREEN",12,3.75,12431
"569722","22193","RED_DINER_WALL_CLOCK",4,8.5,12431
"569722","22727","ALARM_CLOCK_BAKELIKE_RED",12,3.75,12431
"569722","23316","RED_REFECTORY_CLOCK",2,9.95,12431
"569722","23342","MINT_DINER_WALL_CLOCK",2,8.5,12431
"569722","22690","DOORMAT_HOME_SWEET_HOME_BLUE",4,8.25,12431
"569722","23502","PLAYING_CARDS_VINTAGE_DOILY",12,1.25,12431
"569722","23506","MINI_PLAYING_CARDS_SPACEBOY",20,0.42,12431
"569722","23298","SPOTTY_BUNTING",3,4.95,12431
"569722","23245","SET_OF_3_REGENCY_CAKE_TINS",4,4.95,12431
"569722","22029","SPACEBOY_BIRTHDAY_CARD",12,0.42,12431
"569722","22037","ROBOT_BIRTHDAY_CARD",12,0.42,12431
"569722","21770","OPEN_CLOSED_METAL_SIGN",2,4.95,12431
"569722","21164","HOME_SWEET_HOME_METAL_SIGN",6,2.95,12431
"569722","21243","PINK__POLKADOT_PLATE",8,1.69,12431
"569723","20712","JUMBO_BAG_WOODLAND_ANIMALS",10,2.08,12431
"569723","23108","SET_OF_10_LED_DOLLY_LIGHTS",2,6.25,12431
"569723","22411","JUMBO_SHOPPER_VINTAGE_RED_PAISLEY",10,2.08,12431
"569723","85014B","RED_RETROSPOT_UMBRELLA",3,5.95,12431
"569723","85014A","BLACK/BLUE_POLKADOT_UMBRELLA",3,5.95,12431
"574014","23247","BISCUIT_TIN_50'S_CHRISTMAS",216,2.89,12415
"C574019","22738","RIBBON_REEL_SNOWY_VILLAGE",-120,1.45,12415
"574138","23157","SET_OF_6_NATIVITY_MAGNETS",36,2.08,12415
"574138","23382","BOX_OF_6_CHRISTMAS_CAKE_DECORATIONS",36,3.29,12415
"574138","23084","RABBIT_NIGHT_LIGHT",96,1.79,12415
"574138","22818","CARD_CHRISTMAS_VILLAGE",24,0.42,12415
"574138","23234","BISCUIT_TIN_VINTAGE_CHRISTMAS",216,0,12415
"C574344","POST","POSTAGE",-1,262.73,12415
"574469","23084","RABBIT_NIGHT_LIGHT",336,1.79,12431
"574469","22385","JUMBO_BAG_SPACEBOY_DESIGN",12,0,12431
"576394","20725","LUNCH_BAG_RED_RETROSPOT",100,1.45,12415
"576394","22382","LUNCH_BAG_SPACEBOY_DESIGN",100,1.45,12415
"576394","22629","SPACEBOY_LUNCH_BOX",64,1.65,12415
"576394","22630","DOLLY_GIRL_LUNCH_BOX",64,1.65,12415
"576394","22631","CIRCUS_PARADE_LUNCH_BOX",64,1.65,12415
"576394","22384","LUNCH_BAG_PINK_POLKADOT",100,1.45,12415
"576394","22662","LUNCH_BAG_DOLLY_GIRL_DESIGN",100,1.45,12415
"576394","23206","LUNCH_BAG_APPLE_DESIGN",100,1.45,12415
"576394","23192","BUNDLE_OF_3_ALPHABET_EXERCISE_BOOKS",48,1.45,12415
"576394","22326","ROUND_SNACK_BOXES_SET_OF4_WOODLAND",96,2.55,12415
"576394","21068","VINTAGE_BILLBOARD_LOVE/HATE_MUG",36,1.06,12415
"576394","23084","RABBIT_NIGHT_LIGHT",960,1.79,12415
"576394","22466","FAIRY_TALE_COTTAGE_NIGHT_LIGHT",96,1.65,12415
"576394","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",144,1.45,12415
"576394","22331","WOODLAND_PARTY_BAG_+_STICKER_SET",48,1.45,12415
"576394","21770","OPEN_CLOSED_METAL_SIGN",36,4.25,12415
"576394","47590A","BLUE_HAPPY_BIRTHDAY_BUNTING",50,4.65,12415
"576394","47590B","PINK_HAPPY_BIRTHDAY_BUNTING",50,4.65,12415
"576394","23480","MINI_LIGHTS_WOODLAND_MUSHROOMS",48,3.29,12415
"576394","23497","CLASSIC_CHROME_BICYCLE_BELL",48,1.25,12415
"576394","22131","FOOD_CONTAINER_SET_3_LOVE_HEART",72,1.65,12415
"576394","22132","RED_LOVE_HEART_SHAPE_CUP",96,0.72,12415
"576394","22196","SMALL_HEART_MEASURING_SPOONS",160,0.72,12415
"576394","22195","LARGE_HEART_MEASURING_SPOONS",80,1.45,12415
"576394","48194","DOORMAT_HEARTS",10,7.08,12415
"576394","84992","72_SWEETHEART_FAIRY_CAKE_CASES",120,0.42,12415
"576586","23084","RABBIT_NIGHT_LIGHT",240,1.79,12415
"578459","22338","STAR_DECORATION_PAINTED_ZINC",96,0.19,12388
"578459","22600","CHRISTMAS_RETROSPOT_STAR_WOOD",20,0.85,12388
"578459","22910","PAPER_CHAIN_KIT_VINTAGE_CHRISTMAS",20,2.95,12388
"578459","22086","PAPER_CHAIN_KIT_50'S_CHRISTMAS",20,2.95,12388
"578459","22340","NOEL_GARLAND_PAINTED_ZINC",24,0.39,12388
"578459","22576","SWALLOW_WOODEN_CHRISTMAS_DECORATION",20,0.85,12388
"578459","22580","ADVENT_CALENDAR_GINGHAM_SACK",12,5.95,12388
"578459","22669","RED_BABY_BUNTING",12,2.95,12388
